id,label
241,Dog
242,Dog
243,Cat
244,Cat
245,Cat
246,Dog
247,Dog
248,Dog
249,Dog
250,Cat
251,Dog
252,Cat
253,Cat
254,Cat
255,Cat
256,Dog
257,Dog
258,Dog
259,Dog
260,Cat
261,Cat
262,Dog
263,Cat
264,Cat
265,Cat
266,Dog
267,Dog
268,Cat
269,Cat
270,Dog
271,Dog
272,Cat
273,Dog
274,Cat
275,Cat
276,Dog
277,Dog
278,Cat
279,Dog
280,Cat
281,Dog
282,Dog
283,Cat
284,Dog
285,Cat
286,Dog
287,Cat
288,Dog
289,Cat
290,Cat
291,Dog
292,Dog
293,Cat
294,Cat
295,Dog
296,Cat
297,Dog
298,Cat
299,Cat
300,Dog
301,Dog
302,Cat
303,Cat
304,Dog
305,Cat
306,Cat
307,Cat
308,Dog
309,Dog
310,Cat
311,Dog
312,Dog
313,Dog
314,Cat
315,Dog
316,Cat
317,Cat
318,Cat
319,Cat
320,Dog
321,Dog
322,Dog
323,Dog
324,Dog
325,Cat
326,Cat
327,Cat
328,Dog
329,Cat
330,Cat
331,Cat
332,Dog
333,Cat
334,Cat
335,Cat
336,Dog
337,Cat
338,Cat
339,Dog
340,Dog
341,Dog
342,Cat
343,Dog
344,Dog
345,Cat
346,Dog
347,Cat
348,Dog
349,Dog
350,Dog
351,Cat
352,Dog
353,Dog
354,Dog
355,Dog
356,Dog
357,Cat
358,Dog
359,Dog
360,Cat
361,Cat
362,Cat
363,Cat
364,Dog
365,Dog
366,Dog
367,Cat
368,Dog
369,Dog
370,Dog
371,Cat
372,Cat
373,Cat
374,Dog
375,Dog
376,Cat
377,Dog
378,Dog
379,Dog
380,Cat
381,Dog
382,Dog
383,Dog
384,Dog
385,Cat
386,Cat
387,Cat
388,Cat
389,Cat
390,Dog
391,Dog
392,Cat
393,Dog
394,Cat
395,Dog
396,Dog
397,Dog
398,Cat
399,Dog
400,Dog
401,Cat
402,Cat
403,Dog
404,Cat
405,Dog
406,Cat
407,Cat
408,Cat
409,Dog
410,Cat
411,Cat
412,Dog
413,Dog
414,Cat
415,Cat
416,Cat
417,Cat
418,Cat
419,Cat
420,Dog
421,Cat
422,Dog
423,Cat
424,Cat
425,Cat
426,Cat
427,Dog
428,Cat
429,Dog
430,Cat
431,Dog
432,Cat
433,Dog
434,Cat
435,Dog
436,Dog
437,Dog
438,Dog
439,Dog
440,Cat
441,Cat
442,Dog
443,Dog
444,Dog
445,Dog
446,Dog
447,Dog
448,Dog
449,Cat
450,Dog
451,Cat
452,Cat
453,Dog
454,Cat
455,Dog
456,Cat
457,Cat
458,Cat
459,Dog
460,Cat
461,Cat
462,Cat
463,Dog
464,Dog
465,Cat
466,Cat
467,Dog
468,Cat
469,Dog
470,Cat
471,Dog
472,Cat
473,Cat
474,Cat
475,Dog
476,Cat
477,Cat
478,Dog
479,Dog
480,Cat
481,Cat
482,Dog
483,Dog
484,Cat
485,Dog
486,Dog
487,Dog
488,Cat
489,Cat
490,Dog
491,Dog
492,Cat
493,Cat
494,Dog
495,Cat
496,Dog
497,Dog
498,Cat
499,Cat
500,Cat
501,Cat
502,Cat
503,Dog
504,Cat
505,Cat
506,Dog
507,Cat
508,Cat
509,Dog
510,Cat
511,Dog
512,Dog
513,Cat
514,Dog
515,Dog
516,Cat
517,Dog
518,Cat
519,Cat
520,Dog
521,Dog
522,Cat
523,Cat
524,Cat
525,Cat
526,Dog
527,Cat
528,Cat
529,Cat
530,Dog
531,Dog
532,Dog
533,Cat
534,Dog
535,Cat
536,Dog
537,Cat
538,Dog
539,Cat
540,Dog
541,Dog
542,Cat
543,Dog
544,Dog
545,Cat
546,Dog
547,Cat
548,Dog
549,Dog
550,Cat
551,Cat
552,Cat
553,Dog
554,Cat
555,Cat
556,Cat
557,Cat
558,Dog
559,Dog
560,Cat
561,Dog
562,Cat
563,Dog
564,Dog
565,Dog
566,Cat
567,Cat
568,Dog
569,Dog
570,Cat
571,Dog
572,Cat
573,Cat
574,Dog
575,Cat
576,Dog
577,Cat
578,Dog
579,Cat
580,Cat
581,Cat
582,Dog
583,Cat
584,Cat
585,Dog
586,Dog
587,Dog
588,Dog
589,Cat
590,Cat
591,Dog
592,Dog
593,Dog
594,Cat
595,Dog
596,Cat
597,Dog
598,Cat
599,Cat
600,Cat
601,Dog
602,Cat
603,Dog
604,Dog
605,Cat
606,Dog
607,Dog
608,Cat
609,Dog
610,Cat
611,Dog
612,Dog
613,Cat
614,Dog
615,Dog
616,Dog
617,Dog
618,Dog
619,Cat
620,Cat
621,Cat
622,Cat
623,Dog
624,Dog
625,Dog
626,Cat
627,Dog
628,Cat
629,Dog
630,Dog
631,Dog
632,Dog
633,Dog
634,Cat
635,Cat
636,Cat
637,Cat
638,Cat
639,Dog
640,Cat
641,Cat
642,Cat
643,Dog
644,Cat
645,Cat
646,Cat
647,Dog
648,Cat
649,Cat
650,Cat
651,Dog
652,Cat
653,Dog
654,Cat
655,Cat
656,Cat
657,Dog
658,Cat
659,Cat
660,Cat
661,Cat
662,Dog
663,Cat
664,Dog
665,Cat
666,Dog
667,Cat
668,Dog
669,Cat
670,Dog
671,Dog
672,Dog
673,Cat
674,Cat
675,Cat
676,Dog
677,Dog
678,Cat
679,Cat
680,Dog
681,Dog
682,Cat
683,Dog
684,Cat
685,Dog
686,Cat
687,Dog
688,Dog
689,Cat
690,Cat
691,Dog
692,Dog
693,Dog
694,Dog
695,Cat
696,Dog
697,Cat
698,Dog
699,Dog
700,Dog
701,Cat
702,Cat
703,Cat
704,Dog
705,Cat
706,Dog
707,Dog
708,Cat
709,Cat
710,Dog
711,Cat
712,Dog
713,Dog
714,Cat
715,Dog
716,Dog
717,Cat
718,Cat
719,Cat
720,Cat
721,Dog
722,Cat
723,Dog
724,Dog
725,Cat
726,Dog
727,Cat
728,Dog
729,Dog
730,Dog
731,Cat
732,Dog
733,Dog
734,Cat
735,Cat
736,Cat
737,Dog
738,Cat
739,Cat
740,Dog
741,Dog
742,Dog
743,Dog
744,Dog
745,Cat
746,Dog
747,Dog
748,Cat
749,Dog
750,Cat
751,Cat
752,Cat
753,Cat
754,Dog
755,Dog
756,Cat
757,Cat
758,Dog
759,Cat
760,Dog
761,Dog
762,Dog
763,Dog
764,Dog
765,Cat
766,Dog
767,Dog
768,Cat
769,Dog
770,Dog
771,Dog
772,Dog
773,Cat
774,Cat
775,Dog
776,Dog
777,Dog
778,Cat
779,Cat
780,Dog
781,Dog
782,Cat
783,Cat
784,Dog
785,Dog
786,Cat
787,Dog
788,Dog
789,Cat
790,Dog
791,Cat
792,Cat
793,Dog
794,Cat
795,Cat
796,Dog
797,Dog
798,Cat
799,Cat
800,Dog
801,Dog
802,Dog
803,Cat
804,Dog
805,Cat
806,Dog
807,Cat
808,Cat
809,Cat
810,Cat
811,Cat
812,Cat
813,Dog
814,Cat
815,Cat
816,Dog
817,Cat
818,Cat
819,Cat
820,Dog
821,Dog
822,Dog
823,Dog
824,Dog
825,Cat
826,Cat
827,Dog
828,Cat
829,Dog
830,Cat
831,Dog
832,Cat
833,Cat
834,Cat
835,Cat
836,Cat
837,Cat
838,Dog
839,Dog
840,Dog
841,Dog
842,Dog
843,Cat
844,Dog
845,Cat
846,Dog
847,Dog
848,Dog
849,Dog
850,Cat
851,Cat
852,Dog
853,Dog
854,Cat
855,Cat
856,Dog
857,Dog
858,Cat
859,Cat
860,Dog
861,Dog
862,Cat
863,Cat
864,Dog
865,Dog
866,Cat
867,Cat
868,Cat
869,Cat
870,Dog
871,Cat
872,Dog
873,Cat
874,Dog
875,Dog
876,Dog
877,Dog
878,Dog
879,Dog
880,Cat
881,Dog
882,Cat
883,Cat
884,Cat
885,Dog
886,Dog
887,Cat
888,Cat
889,Cat
890,Cat
891,Cat
892,Dog
893,Cat
894,Cat
895,Cat
896,Cat
897,Cat
898,Dog
899,Cat
900,Dog
901,Dog
902,Dog
903,Dog
904,Dog
905,Dog
906,Cat
907,Dog
908,Dog
909,Cat
910,Cat
911,Dog
912,Dog
913,Cat
914,Dog
915,Dog
916,Cat
917,Dog
918,Dog
919,Dog
920,Dog
921,Cat
922,Cat
923,Cat
924,Cat
925,Dog
926,Dog
927,Cat
928,Cat
929,Cat
930,Dog
931,Dog
932,Cat
933,Cat
934,Dog
935,Cat
936,Cat
937,Cat
938,Cat
939,Dog
940,Cat
941,Cat
942,Cat
943,Dog
944,Cat
945,Dog
946,Cat
947,Dog
948,Cat
949,Dog
950,Dog
951,Dog
952,Cat
953,Dog
954,Dog
955,Cat
956,Dog
957,Dog
958,Cat
959,Dog
960,Dog
961,Dog
962,Cat
963,Cat
964,Cat
965,Dog
966,Dog
967,Cat
968,Cat
969,Cat
970,Cat
971,Cat
972,Dog
973,Cat
974,Dog
975,Cat
976,Dog
977,Dog
978,Cat
979,Cat
980,Dog
981,Dog
982,Dog
983,Dog
984,Dog
985,Dog
986,Dog
987,Dog
988,Dog
989,Cat
990,Cat
991,Dog
992,Dog
993,Dog
994,Dog
995,Cat
996,Cat
997,Cat
998,Cat
999,Cat
1000,Cat
1001,Dog
1002,Cat
1003,Dog
1004,Cat
1005,Cat
1006,Cat
1007,Cat
1008,Dog
1009,Dog
1010,Dog
1011,Dog
1012,Dog
1013,Cat
1014,Dog
1015,Cat
1016,Dog
1017,Dog
1018,Cat
1019,Cat
1020,Cat
1021,Dog
1022,Cat
1023,Cat
1024,Dog
1025,Dog
1026,Dog
1027,Cat
1028,Cat
1029,Dog
1030,Dog
1031,Dog
1032,Dog
1033,Cat
1034,Dog
1035,Dog
1036,Dog
1037,Dog
1038,Dog
1039,Cat
1040,Dog
1041,Dog
1042,Cat
1043,Dog
1044,Dog
1045,Cat
1046,Dog
1047,Dog
1048,Dog
1049,Cat
1050,Dog
1051,Cat
1052,Cat
1053,Cat
1054,Dog
1055,Cat
1056,Cat
1057,Dog
1058,Cat
1059,Cat
1060,Dog
1061,Dog
1062,Cat
1063,Cat
1064,Cat
1065,Dog
1066,Dog
1067,Dog
1068,Dog
1069,Dog
1070,Dog
1071,Cat
1072,Dog
1073,Cat
1074,Cat
1075,Dog
1076,Dog
1077,Dog
1078,Cat
1079,Cat
1080,Cat
1081,Dog
1082,Cat
1083,Dog
1084,Cat
1085,Dog
1086,Cat
1087,Cat
1088,Cat
1089,Cat
1090,Dog
1091,Dog
1092,Cat
1093,Dog
1094,Dog
1095,Cat
1096,Cat
1097,Cat
1098,Cat
1099,Cat
1100,Cat
1101,Cat
1102,Cat
1103,Dog
1104,Dog
1105,Dog
1106,Cat
1107,Dog
1108,Cat
1109,Dog
1110,Cat
1111,Cat
1112,Dog
1113,Dog
1114,Dog
1115,Cat
1116,Cat
1117,Dog
1118,Dog
1119,Dog
1120,Cat
1121,Dog
1122,Dog
1123,Cat
1124,Dog
1125,Cat
1126,Cat
1127,Cat
1128,Dog
1129,Dog
1130,Dog
1131,Dog
1132,Dog
1133,Dog
1134,Cat
1135,Dog
1136,Cat
1137,Cat
1138,Dog
1139,Dog
1140,Dog
1141,Cat
1142,Cat
1143,Dog
1144,Cat
1145,Cat
1146,Dog
1147,Cat
1148,Cat
1149,Dog
1150,Dog
1151,Cat
1152,Dog
1153,Dog
1154,Dog
1155,Dog
1156,Dog
1157,Cat
1158,Dog
1159,Cat
1160,Cat
1161,Dog
1162,Dog
1163,Dog
1164,Cat
1165,Dog
1166,Dog
1167,Dog
1168,Dog
1169,Dog
1170,Cat
1171,Dog
1172,Dog
1173,Dog
1174,Dog
1175,Cat
1176,Cat
1177,Dog
1178,Dog
1179,Dog
1180,Cat
1181,Cat
1182,Dog
1183,Dog
1184,Dog
1185,Cat
1186,Cat
1187,Dog
1188,Dog
1189,Dog
1190,Dog
1191,Dog
1192,Cat
1193,Cat
1194,Dog
1195,Dog
1196,Dog
1197,Dog
1198,Dog
1199,Cat
1200,Dog
1201,Cat
1202,Dog
1203,Cat
1204,Dog
1205,Cat
1206,Cat
1207,Dog
1208,Cat
1209,Cat
1210,Cat
1211,Cat
1212,Cat
1213,Cat
1214,Dog
1215,Dog
1216,Dog
1217,Cat
1218,Dog
1219,Cat
1220,Cat
1221,Dog
1222,Cat
1223,Cat
1224,Cat
1225,Cat
1226,Cat
1227,Dog
1228,Dog
1229,Cat
1230,Dog
1231,Cat
1232,Dog
1233,Dog
1234,Cat
1235,Cat
1236,Dog
1237,Cat
1238,Dog
1239,Dog
1240,Dog
1241,Dog
1242,Dog
1243,Cat
1244,Cat
1245,Cat
1246,Cat
1247,Cat
1248,Dog
1249,Dog
1250,Cat
1251,Cat
1252,Dog
1253,Cat
1254,Dog
1255,Dog
1256,Dog
1257,Cat
1258,Cat
1259,Dog
1260,Dog
1261,Cat
1262,Dog
1263,Cat
1264,Dog
1265,Cat
1266,Cat
1267,Cat
1268,Cat
1269,Dog
1270,Cat
1271,Dog
1272,Dog
1273,Dog
1274,Cat
1275,Dog
1276,Cat
1277,Cat
1278,Dog
1279,Cat
1280,Cat
1281,Dog
1282,Dog
1283,Dog
1284,Cat
1285,Dog
1286,Dog
1287,Dog
1288,Dog
1289,Cat
1290,Dog
1291,Dog
1292,Dog
1293,Dog
1294,Dog
1295,Dog
1296,Cat
1297,Dog
1298,Dog
1299,Cat
1300,Dog
1301,Cat
1302,Dog
1303,Dog
1304,Dog
1305,Cat
1306,Dog
1307,Dog
1308,Dog
1309,Dog
1310,Cat
1311,Dog
1312,Dog
1313,Cat
1314,Cat
1315,Cat
1316,Cat
1317,Dog
1318,Cat
1319,Cat
1320,Dog
1321,Dog
1322,Dog
1323,Dog
1324,Dog
1325,Cat
1326,Cat
1327,Dog
1328,Dog
1329,Dog
1330,Dog
1331,Dog
1332,Dog
1333,Cat
1334,Dog
1335,Dog
1336,Cat
1337,Dog
1338,Dog
1339,Dog
1340,Dog
1341,Cat
1342,Cat
1343,Dog
1344,Dog
1345,Cat
1346,Cat
1347,Cat
1348,Dog
1349,Dog
1350,Dog
1351,Cat
1352,Dog
1353,Dog
1354,Dog
1355,Cat
1356,Dog
1357,Cat
1358,Cat
1359,Dog
1360,Cat
1361,Cat
1362,Cat
1363,Dog
1364,Cat
1365,Cat
1366,Cat
1367,Cat
1368,Cat
1369,Dog
1370,Cat
1371,Dog
1372,Cat
1373,Dog
1374,Dog
1375,Cat
1376,Dog
1377,Cat
1378,Dog
1379,Dog
1380,Cat
1381,Cat
1382,Dog
1383,Dog
1384,Cat
1385,Dog
1386,Cat
1387,Cat
1388,Cat
1389,Dog
1390,Dog
1391,Dog
1392,Cat
1393,Cat
1394,Dog
1395,Cat
1396,Cat
1397,Dog
1398,Cat
1399,Cat
1400,Dog
1401,Dog
1402,Dog
1403,Dog
1404,Dog
1405,Cat
1406,Cat
1407,Cat
1408,Dog
1409,Cat
1410,Cat
1411,Dog
1412,Dog
1413,Cat
1414,Cat
1415,Cat
1416,Dog
1417,Dog
1418,Cat
1419,Dog
1420,Cat
1421,Cat
1422,Cat
1423,Dog
1424,Dog
1425,Dog
1426,Dog
1427,Cat
1428,Dog
1429,Dog
1430,Cat
1431,Cat
1432,Dog
1433,Cat
1434,Cat
1435,Dog
1436,Dog
1437,Dog
1438,Dog
1439,Dog
1440,Cat
1441,Dog
1442,Cat
1443,Cat
1444,Dog
1445,Cat
1446,Dog
1447,Cat
1448,Dog
1449,Cat
1450,Dog
1451,Cat
1452,Dog
1453,Dog
1454,Dog
1455,Cat
1456,Dog
1457,Cat
1458,Cat
1459,Dog
1460,Cat
1461,Dog
1462,Cat
1463,Dog
1464,Dog
1465,Dog
1466,Cat
1467,Dog
1468,Cat
1469,Dog
1470,Cat
1471,Cat
1472,Cat
1473,Cat
1474,Cat
1475,Dog
1476,Cat
1477,Cat
1478,Dog
1479,Cat
1480,Dog
1481,Dog
1482,Cat
1483,Dog
1484,Dog
1485,Dog
1486,Cat
1487,Dog
1488,Cat
1489,Cat
1490,Dog
1491,Cat
1492,Dog
1493,Dog
1494,Dog
1495,Cat
1496,Cat
1497,Cat
1498,Cat
1499,Dog
1500,Dog
1501,Cat
1502,Cat
1503,Dog
1504,Cat
1505,Cat
1506,Dog
1507,Dog
1508,Cat
1509,Cat
1510,Cat
1511,Dog
1512,Cat
1513,Cat
1514,Dog
1515,Dog
1516,Dog
1517,Cat
1518,Dog
1519,Dog
1520,Cat
1521,Cat
1522,Cat
1523,Cat
1524,Dog
1525,Dog
1526,Dog
1527,Dog
1528,Dog
1529,Dog
1530,Dog
1531,Dog
1532,Dog
1533,Cat
1534,Cat
1535,Dog
1536,Dog
1537,Dog
1538,Cat
1539,Cat
1540,Dog
1541,Cat
1542,Dog
1543,Cat
1544,Dog
1545,Dog
1546,Dog
1547,Cat
1548,Dog
1549,Dog
1550,Dog
1551,Dog
1552,Cat
1553,Dog
1554,Dog
1555,Cat
1556,Dog
1557,Dog
1558,Cat
1559,Cat
1560,Dog
1561,Dog
1562,Dog
1563,Cat
1564,Cat
1565,Dog
1566,Cat
1567,Cat
1568,Cat
1569,Cat
1570,Cat
1571,Dog
1572,Cat
1573,Dog
1574,Dog
1575,Cat
1576,Dog
1577,Cat
1578,Dog
1579,Dog
1580,Cat
1581,Dog
1582,Cat
1583,Cat
1584,Cat
1585,Dog
1586,Dog
1587,Dog
1588,Cat
1589,Dog
1590,Dog
1591,Dog
1592,Dog
1593,Dog
1594,Cat
1595,Dog
1596,Cat
1597,Dog
1598,Cat
1599,Dog
1600,Cat
1601,Cat
1602,Dog
1603,Cat
1604,Dog
1605,Dog
1606,Cat
1607,Dog
1608,Dog
1609,Dog
1610,Cat
1611,Cat
1612,Cat
1613,Dog
1614,Cat
1615,Cat
1616,Cat
1617,Cat
1618,Cat
1619,Cat
1620,Cat
1621,Cat
1622,Dog
1623,Cat
1624,Dog
1625,Cat
1626,Dog
1627,Dog
1628,Cat
1629,Cat
1630,Dog
1631,Cat
1632,Cat
1633,Dog
1634,Cat
1635,Cat
1636,Dog
1637,Cat
1638,Cat
1639,Dog
1640,Dog
1641,Dog
1642,Cat
1643,Cat
1644,Dog
1645,Cat
1646,Cat
1647,Cat
1648,Dog
1649,Cat
1650,Cat
1651,Dog
1652,Cat
1653,Dog
1654,Cat
1655,Cat
1656,Cat
1657,Dog
1658,Cat
1659,Dog
1660,Cat
1661,Dog
1662,Dog
1663,Dog
1664,Dog
1665,Cat
1666,Dog
1667,Cat
1668,Cat
1669,Dog
1670,Cat
1671,Cat
1672,Cat
1673,Cat
1674,Cat
1675,Cat
1676,Dog
1677,Dog
1678,Cat
1679,Dog
1680,Cat
1681,Dog
1682,Dog
1683,Cat
1684,Dog
1685,Cat
1686,Dog
1687,Dog
1688,Cat
1689,Dog
1690,Cat
1691,Cat
1692,Dog
1693,Cat
1694,Dog
1695,Dog
1696,Dog
1697,Dog
1698,Dog
1699,Cat
1700,Dog
1701,Cat
1702,Cat
1703,Dog
1704,Dog
1705,Cat
1706,Dog
1707,Cat
1708,Cat
1709,Cat
1710,Dog
1711,Dog
1712,Cat
1713,Dog
1714,Dog
1715,Dog
1716,Cat
1717,Dog
1718,Cat
1719,Dog
1720,Dog
1721,Dog
1722,Dog
1723,Cat
1724,Dog
1725,Cat
1726,Cat
1727,Cat
1728,Dog
1729,Dog
1730,Cat
1731,Dog
1732,Cat
1733,Cat
1734,Cat
1735,Dog
1736,Cat
1737,Dog
1738,Cat
1739,Cat
1740,Cat
1741,Cat
1742,Cat
1743,Cat
1744,Cat
1745,Dog
1746,Cat
1747,Cat
1748,Dog
1749,Dog
1750,Cat
1751,Cat
1752,Cat
1753,Dog
1754,Dog
1755,Dog
1756,Cat
1757,Dog
1758,Dog
1759,Dog
1760,Cat
1761,Cat
1762,Dog
1763,Dog
1764,Dog
1765,Dog
1766,Cat
1767,Dog
1768,Cat
1769,Cat
1770,Dog
1771,Dog
1772,Cat
1773,Cat
1774,Dog
1775,Dog
1776,Dog
1777,Cat
1778,Dog
1779,Dog
1780,Dog
1781,Cat
1782,Cat
1783,Cat
1784,Cat
1785,Cat
1786,Cat
1787,Cat
1788,Dog
1789,Cat
1790,Dog
1791,Dog
1792,Dog
1793,Cat
1794,Cat
1795,Cat
1796,Dog
1797,Cat
1798,Dog
1799,Dog
1800,Dog
1801,Cat
1802,Cat
1803,Cat
1804,Dog
1805,Dog
1806,Cat
1807,Dog
1808,Cat
1809,Dog
1810,Dog
1811,Cat
1812,Cat
1813,Cat
1814,Cat
1815,Dog
1816,Cat
1817,Cat
1818,Dog
1819,Cat
1820,Dog
1821,Cat
1822,Cat
1823,Dog
1824,Cat
1825,Cat
1826,Dog
1827,Cat
1828,Cat
1829,Dog
1830,Cat
1831,Cat
1832,Cat
1833,Cat
1834,Cat
1835,Cat
1836,Dog
1837,Dog
1838,Dog
1839,Dog
1840,Dog
1841,Dog
1842,Dog
1843,Dog
1844,Dog
1845,Cat
1846,Cat
1847,Dog
1848,Dog
1849,Dog
1850,Dog
1851,Dog
1852,Dog
1853,Dog
1854,Cat
1855,Dog
1856,Dog
1857,Cat
1858,Cat
1859,Cat
1860,Dog
1861,Dog
1862,Dog
1863,Cat
1864,Dog
1865,Cat
1866,Dog
1867,Dog
1868,Dog
1869,Dog
1870,Dog
1871,Cat
1872,Cat
1873,Cat
1874,Cat
1875,Cat
1876,Cat
1877,Dog
1878,Dog
1879,Dog
1880,Cat
1881,Dog
1882,Dog
1883,Dog
1884,Dog
1885,Dog
1886,Dog
1887,Dog
1888,Dog
1889,Cat
1890,Cat
1891,Cat
1892,Cat
1893,Cat
1894,Cat
1895,Dog
1896,Cat
1897,Cat
1898,Dog
1899,Cat
1900,Dog
1901,Dog
1902,Cat
1903,Cat
1904,Dog
1905,Cat
1906,Dog
1907,Dog
1908,Dog
1909,Cat
1910,Cat
1911,Cat
1912,Dog
1913,Cat
1914,Cat
1915,Cat
1916,Cat
1917,Dog
1918,Dog
1919,Dog
1920,Cat
1921,Cat
1922,Dog
1923,Dog
1924,Dog
1925,Cat
1926,Dog
1927,Dog
1928,Dog
1929,Dog
1930,Cat
1931,Dog
1932,Dog
1933,Cat
1934,Dog
1935,Dog
1936,Cat
1937,Cat
1938,Cat
1939,Dog
1940,Dog
1941,Cat
1942,Dog
1943,Dog
1944,Dog
1945,Cat
1946,Dog
1947,Cat
1948,Dog
1949,Cat
1950,Cat
1951,Dog
1952,Cat
1953,Cat
1954,Cat
1955,Dog
1956,Cat
1957,Cat
1958,Dog
1959,Dog
1960,Cat
1961,Cat
1962,Cat
1963,Cat
1964,Cat
1965,Dog
1966,Cat
1967,Cat
1968,Cat
1969,Dog
1970,Dog
1971,Dog
1972,Cat
1973,Cat
1974,Cat
1975,Cat
1976,Cat
1977,Cat
1978,Dog
1979,Cat
1980,Dog
1981,Dog
1982,Cat
1983,Dog
1984,Dog
1985,Cat
1986,Dog
1987,Dog
1988,Cat
1989,Dog
1990,Cat
1991,Cat
1992,Cat
1993,Dog
1994,Cat
1995,Dog
1996,Dog
1997,Dog
1998,Dog
1999,Dog
2000,Cat
2001,Dog
2002,Cat
2003,Dog
2004,Dog
2005,Dog
2006,Dog
2007,Dog
2008,Dog
2009,Dog
2010,Cat
2011,Dog
2012,Cat
2013,Dog
2014,Dog
2015,Dog
2016,Dog
2017,Cat
2018,Dog
2019,Dog
2020,Dog
2021,Cat
2022,Dog
2023,Cat
2024,Cat
2025,Dog
2026,Cat
2027,Cat
2028,Dog
2029,Cat
2030,Dog
2031,Dog
2032,Cat
2033,Cat
2034,Cat
2035,Dog
2036,Dog
2037,Dog
2038,Cat
2039,Cat
2040,Cat
2041,Dog
2042,Dog
2043,Dog
2044,Dog
2045,Cat
2046,Dog
2047,Cat
2048,Dog
2049,Cat
2050,Dog
2051,Cat
2052,Dog
2053,Cat
2054,Cat
2055,Dog
2056,Cat
2057,Cat
2058,Cat
2059,Cat
2060,Dog
2061,Dog
2062,Dog
2063,Dog
2064,Cat
2065,Dog
2066,Cat
2067,Dog
2068,Dog
2069,Dog
2070,Cat
2071,Cat
2072,Cat
2073,Dog
2074,Cat
2075,Dog
2076,Dog
2077,Cat
2078,Dog
2079,Cat
2080,Cat
2081,Dog
2082,Cat
2083,Dog
2084,Dog
2085,Cat
2086,Dog
2087,Cat
2088,Cat
2089,Cat
2090,Cat
2091,Cat
2092,Dog
2093,Cat
2094,Dog
2095,Cat
2096,Cat
2097,Dog
2098,Cat
2099,Dog
2100,Cat
2101,Dog
2102,Cat
2103,Dog
2104,Dog
2105,Dog
2106,Dog
2107,Cat
2108,Cat
2109,Dog
2110,Cat
2111,Dog
2112,Dog
2113,Dog
2114,Cat
2115,Dog
2116,Dog
2117,Cat
2118,Dog
2119,Dog
2120,Cat
2121,Dog
2122,Dog
2123,Cat
2124,Cat
2125,Cat
2126,Cat
2127,Cat
2128,Cat
2129,Cat
2130,Dog
2131,Dog
2132,Dog
2133,Dog
2134,Dog
2135,Cat
2136,Cat
2137,Dog
2138,Dog
2139,Dog
2140,Dog
2141,Dog
